id,date,score,target
2215,2020-02-14,502,0
2216,2020-03-03,380,0
2217,2020-01-02,486,0
2218,2020-03-10,501,0
2219,2020-01-19,493,0
2220,2020-01-01,515,0
2221,2020-03-11,524,0
2222,2020-01-23,486,0
2223,2020-03-29,475,0
2224,2020-03-06,475,0
2225,2020-03-31,526,0
2226,2020-01-27,482,0
2227,2020-02-12,618,0
2228,2020-02-28,470,0
2229,2020-02-03,420,0
2230,2020-03-02,521,0
2231,2020-03-05,597,0
2232,2020-02-26,533,0
2233,2020-02-10,522,0
2234,2020-02-09,543,0
2235,2020-03-26,477,0
2236,2020-01-01,440,0
2237,2020-01-10,546,0
2238,2020-02-07,452,0
2239,2020-03-07,436,0
2240,2020-03-30,595,0
2241,2020-02-25,529,0
2242,2020-02-23,467,0
2243,2020-01-13,521,0
2244,2020-03-21,431,0
2245,2020-03-20,578,0
2246,2020-01-27,522,0
2247,2020-01-08,419,0
2248,2020-03-23,432,0
2249,2020-01-22,506,0
2250,2020-02-27,459,0
2251,2020-02-21,528,0
2252,2020-02-11,498,0
2253,2020-01-24,471,0
2254,2020-02-14,471,0
2255,2020-01-22,474,0
2256,2020-02-28,490,0
2257,2020-03-30,468,0
2258,2020-03-19,506,0
2259,2020-03-17,529,0
2260,2020-02-12,491,0
2261,2020-03-14,506,0
2262,2020-01-13,481,0
2263,2020-02-08,446,0
2264,2020-03-09,541,0
2265,2020-01-16,553,0
2266,2020-01-22,380,0
2267,2020-03-23,466,0
2268,2020-03-06,497,0
2269,2020-03-01,450,0
2270,2020-03-19,492,0
2271,2020-03-01,537,0
2272,2020-03-19,442,0
2273,2020-02-15,538,0
2274,2020-03-18,535,0
2275,2020-01-02,531,0
2276,2020-01-07,402,0
2277,2020-03-23,454,0
2278,2020-03-29,492,0
2279,2020-01-11,533,0
2280,2020-03-05,480,0
2281,2020-03-15,473,0
2282,2020-03-12,466,0
2283,2020-02-14,476,0
2284,2020-03-26,389,0
2285,2020-02-29,487,0
2286,2020-02-28,477,0
2287,2020-02-16,589,0
2288,2020-01-08,455,0
2289,2020-02-18,511,0
2290,2020-01-12,519,0
2291,2020-03-30,436,0
2292,2020-01-07,576,0
2293,2020-01-02,551,0
2294,2020-03-02,485,0
2295,2020-01-20,515,0
2296,2020-03-22,462,0
2297,2020-01-12,441,0
2298,2020-03-07,489,0
2299,2020-02-14,445,0
2300,2020-03-06,470,0
2301,2020-03-01,518,0
2302,2020-03-08,542,0
2303,2020-01-11,501,0
2304,2020-02-15,477,0
2305,2020-01-22,490,0
2306,2020-01-07,505,0
2307,2020-01-25,503,0
2308,2020-02-26,482,0
2309,2020-01-24,466,0
2310,2020-03-27,430,0
2311,2020-01-14,490,0
2312,2020-03-13,551,0
2313,2020-02-16,464,0
2314,2020-03-17,473,0
2315,2020-03-18,499,0
2316,2020-01-23,501,0
2317,2020-01-05,480,0
2318,2020-01-12,529,0
2319,2020-01-09,507,0
2320,2020-02-27,528,0
2321,2020-01-28,488,0
2322,2020-03-31,433,0
2323,2020-03-07,488,0
2324,2020-03-13,520,0
2325,2020-02-22,567,0
2326,2020-02-13,474,0
2327,2020-03-14,512,0
2328,2020-01-09,501,0
2329,2020-03-03,498,0
2330,2020-01-28,494,0
2331,2020-01-04,524,0
2332,2020-03-22,495,0
2333,2020-02-09,527,0
2334,2020-03-22,593,0
2335,2020-03-10,501,0
2336,2020-02-06,539,0
2337,2020-03-19,469,0
2338,2020-02-03,521,0
2339,2020-02-11,467,0
2340,2020-02-27,491,0
2341,2020-03-11,481,0
2342,2020-03-19,532,0
2343,2020-01-28,539,0
2344,2020-03-28,395,0
2345,2020-01-10,511,0
2346,2020-02-02,520,0
2347,2020-03-29,511,0
2348,2020-02-24,541,0
2349,2020-01-20,463,0
2350,2020-03-06,570,0
2351,2020-03-09,461,0
2352,2020-03-03,488,0
2353,2020-03-14,467,0
2354,2020-03-15,527,0
2355,2020-03-29,533,0
2356,2020-02-15,519,0
2357,2020-02-02,496,0
2358,2020-03-13,520,0
2359,2020-01-29,503,0
2360,2020-02-28,475,0
2361,2020-01-30,547,0
2362,2020-01-27,519,0
2363,2020-03-24,473,0
2364,2020-03-24,479,0
2365,2020-02-14,512,0
2366,2020-03-31,464,0
2367,2020-01-16,443,0
2368,2020-03-16,519,0
2369,2020-02-08,501,0
2370,2020-03-30,501,0
2371,2020-03-03,482,0
2372,2020-01-18,409,0
2373,2020-03-27,511,0
2374,2020-01-12,485,0
2375,2020-02-17,460,0
2376,2020-01-10,488,0
2377,2020-02-13,549,0
2378,2020-01-21,574,0
2379,2020-02-22,572,0
2380,2020-03-27,508,0
2381,2020-02-22,409,0
2382,2020-02-26,477,0
2383,2020-03-22,452,0
2384,2020-01-19,577,0
2385,2020-03-30,404,0
2386,2020-01-04,463,0
2387,2020-03-03,471,0
2388,2020-01-09,546,0
2389,2020-01-07,554,0
2390,2020-03-21,562,0
2391,2020-03-27,444,0
2392,2020-02-22,532,0
2393,2020-03-07,466,0
2394,2020-03-07,494,0
2395,2020-02-28,416,0
2396,2020-01-14,503,0
2397,2020-03-16,518,0
2398,2020-03-26,446,0
2399,2020-03-18,495,0
2400,2020-02-22,524,0
2401,2020-02-01,456,0
2402,2020-01-28,568,0
2403,2020-01-17,459,0
2404,2020-02-10,479,0
2405,2020-02-24,524,0
2406,2020-03-02,496,0
2407,2020-02-13,518,0
2408,2020-01-08,426,0
2409,2020-02-17,508,0
2410,2020-01-31,423,0
2411,2020-02-22,443,0
2412,2020-01-12,456,0
2413,2020-03-13,491,0
2414,2020-03-13,487,0
2415,2020-02-09,465,0
2416,2020-01-18,466,0
2417,2020-03-29,600,0
2418,2020-03-21,431,0
2419,2020-02-07,512,0
2420,2020-01-01,512,0
2421,2020-03-16,445,0
2422,2020-01-08,501,0
2423,2020-03-30,399,0
2424,2020-03-24,480,0
2425,2020-02-12,490,0
2426,2020-01-05,516,0
2427,2020-01-20,535,0
2428,2020-02-22,562,0
2429,2020-01-25,460,0
2430,2020-01-10,499,0
2431,2020-02-14,509,0
2432,2020-03-09,475,0
2433,2020-01-31,529,0
2434,2020-01-08,509,0
2435,2020-03-09,510,0
2436,2020-03-25,451,0
2437,2020-03-18,531,0
2438,2020-03-10,602,0
2439,2020-03-04,471,0
2440,2020-02-07,430,0
2441,2020-03-25,545,0
2442,2020-03-25,467,0
2443,2020-02-23,521,0
2444,2020-03-28,465,0
2445,2020-03-15,495,0
2446,2020-01-14,467,0
2447,2020-01-30,463,0
2448,2020-01-21,522,0
2449,2020-02-04,490,0
2450,2020-02-17,509,0
2451,2020-03-11,491,0
2452,2020-03-30,513,0
2453,2020-02-13,515,0
2454,2020-02-25,557,0
2455,2020-03-20,477,0
2456,2020-03-21,477,0
2457,2020-03-22,506,0
2458,2020-02-04,495,0
2459,2020-02-23,480,0
2460,2020-01-18,533,0
2461,2020-01-16,492,0
2462,2020-01-08,505,0
2463,2020-02-22,531,0
2464,2020-02-10,451,0
2465,2020-01-03,478,0
2466,2020-02-24,449,0
2467,2020-01-21,439,0
2468,2020-03-29,532,0
2469,2020-01-05,539,0
2470,2020-02-21,522,0
2471,2020-03-14,510,0
2472,2020-02-17,483,0
2473,2020-03-07,515,0
2474,2020-02-29,484,0
2475,2020-03-29,447,0
2476,2020-01-19,574,0
2477,2020-02-08,498,0
2478,2020-01-17,589,0
2479,2020-02-26,540,0
2480,2020-02-01,475,0
2481,2020-02-16,480,0
2482,2020-01-14,513,0
2483,2020-02-06,521,0
2484,2020-01-28,503,0
2485,2020-03-12,480,0
2486,2020-03-16,518,0
2487,2020-02-11,492,0
2488,2020-02-15,446,0
2489,2020-01-12,518,0
2490,2020-02-03,528,0
2491,2020-03-05,420,0
2492,2020-02-11,538,0
2493,2020-03-09,521,0
2494,2020-02-25,442,0
2495,2020-03-09,481,0
2496,2020-01-25,501,0
2497,2020-03-19,480,0
2498,2020-01-06,502,0
2499,2020-01-17,440,0
2500,2020-01-03,503,0
2501,2020-03-02,520,0
2502,2020-02-29,532,0
2503,2020-02-06,549,0
2504,2020-02-12,533,0
2505,2020-01-06,524,0
2506,2020-02-20,496,0
2507,2020-03-31,521,0
2508,2020-03-09,588,0
2509,2020-03-22,547,0
2510,2020-03-07,438,0
2511,2020-01-09,447,0
2512,2020-01-27,500,0
2513,2020-03-16,488,0
2514,2020-01-09,550,0
2515,2020-03-29,510,0
2516,2020-01-08,557,0
2517,2020-01-10,540,0
2518,2020-01-06,519,0
2519,2020-03-21,487,0
2520,2020-03-27,477,0
2521,2020-02-27,519,0
2522,2020-03-01,470,0
2523,2020-02-03,464,0
2524,2020-01-25,501,0
2525,2020-02-04,474,0
2526,2020-02-16,487,0
2527,2020-02-11,530,0
2528,2020-03-02,496,0
2529,2020-01-20,561,0
2530,2020-02-23,479,0
2531,2020-02-20,464,0
2532,2020-01-16,414,0
2533,2020-02-20,496,0
2534,2020-02-14,506,0
2535,2020-01-20,506,0
2536,2020-01-31,537,0
2537,2020-03-15,508,0
2538,2020-02-28,500,0
2539,2020-01-14,412,0
2540,2020-01-15,470,0
2541,2020-02-12,516,0
2542,2020-03-29,542,0
2543,2020-03-17,471,0
2544,2020-01-21,527,0
2545,2020-02-27,533,0
2546,2020-02-23,560,0
2547,2020-03-30,484,0
2548,2020-02-05,588,0
2549,2020-01-14,542,0
2550,2020-03-29,474,0
2551,2020-01-05,510,0
2552,2020-02-23,503,0
2553,2020-02-24,548,0
2554,2020-01-11,453,0
2555,2020-01-06,513,0
2556,2020-03-05,550,0
2557,2020-03-24,475,0
2558,2020-03-16,445,0
2559,2020-03-03,502,0
2560,2020-01-01,436,0
2561,2020-03-29,407,0
2562,2020-02-26,490,0
2563,2020-01-25,470,0
2564,2020-03-15,511,0
2565,2020-03-16,511,0
2566,2020-03-12,449,0
2567,2020-01-27,481,0
2568,2020-02-08,465,0
2569,2020-03-13,493,0
2570,2020-01-29,376,0
2571,2020-01-19,522,0
2572,2020-01-15,592,0
2573,2020-02-04,427,0
2574,2020-02-19,559,0
2575,2020-03-29,586,0
2576,2020-02-17,501,0
2577,2020-01-17,514,0
2578,2020-02-15,476,0
2579,2020-03-19,508,0
2580,2020-02-23,519,0
2581,2020-02-15,420,0
2582,2020-01-09,474,0
2583,2020-02-28,494,0
2584,2020-03-18,547,0
2585,2020-03-07,464,0
2586,2020-02-25,460,0
2587,2020-02-27,515,0
2588,2020-03-14,497,0
2589,2020-01-26,564,0
2590,2020-03-28,477,0
2591,2020-02-01,446,0
2592,2020-02-11,475,0
2593,2020-01-07,461,0
2594,2020-01-02,546,0
2595,2020-01-17,501,0
2596,2020-02-25,502,0
2597,2020-03-24,524,0
2598,2020-03-29,522,0
2599,2020-01-18,444,0
2600,2020-03-21,463,0
2601,2020-01-27,531,0
2602,2020-02-07,482,0
2603,2020-02-17,402,0
2604,2020-02-23,449,0
2605,2020-01-10,448,0
2606,2020-03-19,472,0
2607,2020-01-18,473,0
2608,2020-02-26,521,0
2609,2020-01-06,537,0
2610,2020-01-01,473,0
2611,2020-01-02,545,0
2612,2020-02-18,479,0
2613,2020-02-26,463,0
2614,2020-01-11,503,0
2615,2020-01-21,512,0
2616,2020-03-09,500,0
2617,2020-02-27,516,0
2618,2020-02-28,566,0
2619,2020-01-23,507,0
2620,2020-03-04,541,0
2621,2020-03-10,514,0
2622,2020-02-19,455,0
2623,2020-03-12,436,0
2624,2020-03-12,486,0
2625,2020-01-05,535,0
2626,2020-01-27,475,0
2627,2020-03-28,477,0
2628,2020-02-12,583,0
2629,2020-02-21,482,0
2630,2020-01-23,403,0
2631,2020-01-29,479,0
2632,2020-02-25,533,0
2633,2020-02-20,451,0
2634,2020-01-15,398,0
2635,2020-01-07,477,0
2636,2020-02-08,518,0
2637,2020-03-10,505,0
2638,2020-01-23,500,0
2639,2020-01-04,465,0
2640,2020-01-23,509,0
2641,2020-02-29,524,0
2642,2020-02-01,551,0
2643,2020-01-27,558,0
2644,2020-01-01,557,0
2645,2020-03-16,468,0
2646,2020-02-17,468,0
2647,2020-03-28,454,0
2648,2020-03-28,533,0
2649,2020-02-20,521,0
2650,2020-03-27,470,0
2651,2020-03-20,555,0
2652,2020-01-28,469,0
2653,2020-03-25,537,0
2654,2020-01-23,527,0
2655,2020-02-07,465,0
2656,2020-02-15,562,0
2657,2020-02-08,486,0
2658,2020-03-31,438,0
2659,2020-01-23,466,0
2660,2020-01-31,510,0
2661,2020-01-26,606,0
2662,2020-03-02,496,0
2663,2020-03-28,459,0
2664,2020-02-29,545,0
2665,2020-03-20,463,0
2666,2020-02-05,416,0
2667,2020-02-04,561,0
2668,2020-01-18,491,0
2669,2020-01-04,471,0
2670,2020-02-04,565,0
2671,2020-01-06,500,0
2672,2020-03-27,550,0
2673,2020-01-18,534,0
2674,2020-02-14,562,0
2675,2020-02-16,467,0
2676,2020-01-07,456,0
2677,2020-01-08,598,0
2678,2020-01-29,480,0
2679,2020-01-21,475,0
2680,2020-01-05,481,0
2681,2020-02-01,473,0
2682,2020-02-04,455,0
2683,2020-01-24,489,0
2684,2020-03-08,537,0
2685,2020-03-12,551,0
2686,2020-01-11,463,0
2687,2020-02-26,555,0
2688,2020-01-06,400,0
2689,2020-02-27,512,0
2690,2020-02-06,516,0
2691,2020-01-26,444,0
2692,2020-03-04,498,0
2693,2020-01-12,429,0
2694,2020-01-04,570,0
2695,2020-02-26,513,0
2696,2020-01-21,513,0
2697,2020-01-23,511,0
2698,2020-03-27,541,0
2699,2020-03-12,436,0
2700,2020-01-26,459,0
2701,2020-02-14,497,0
2702,2020-03-09,531,0
2703,2020-01-18,479,0
2704,2020-01-30,571,0
2705,2020-01-05,535,0
2706,2020-01-08,507,0
2707,2020-03-16,474,0
2708,2020-02-19,488,0
2709,2020-02-04,496,0
2710,2020-01-21,492,0
2711,2020-02-17,472,0
2712,2020-02-13,465,0
2713,2020-02-27,485,0
2714,2020-01-16,475,0
2715,2020-02-18,568,0
2716,2020-01-03,553,0
2717,2020-01-13,517,0
2718,2020-03-02,490,0
2719,2020-03-11,508,0
2720,2020-02-16,395,0
2721,2020-02-13,548,0
2722,2020-03-03,487,0
2723,2020-01-13,459,0
2724,2020-03-27,520,0
2725,2020-03-07,493,0
2726,2020-02-01,463,0
2727,2020-01-10,524,0
2728,2020-03-22,460,0
2729,2020-01-15,448,0
2730,2020-02-05,531,0
2731,2020-01-08,530,0
2732,2020-02-05,472,0
2733,2020-03-15,506,0
2734,2020-03-22,554,0
2735,2020-02-08,532,0
2736,2020-02-02,519,0
2737,2020-02-20,547,0
2738,2020-03-23,529,0
2739,2020-01-02,485,0
2740,2020-01-07,496,0
2741,2020-03-30,497,0
2742,2020-02-25,516,0
2743,2020-01-09,557,0
2744,2020-01-23,430,0
2745,2020-02-10,550,0
2746,2020-02-24,505,0
2747,2020-03-14,522,0
2748,2020-03-25,479,0
2749,2020-01-11,472,0
2750,2020-01-09,531,0
2751,2020-02-06,442,0
2752,2020-02-23,495,0
2753,2020-02-12,504,0
2754,2020-03-15,501,0
2755,2020-02-03,506,0
2756,2020-02-28,455,0
2757,2020-01-20,428,0
2758,2020-02-23,494,0
2759,2020-02-16,502,0
2760,2020-02-25,435,0
2761,2020-02-04,502,0
2762,2020-01-10,480,0
2763,2020-03-13,507,0
2764,2020-03-28,496,0
2765,2020-01-20,561,0
2766,2020-03-22,493,0
2767,2020-03-24,495,0
2768,2020-02-11,411,0
2769,2020-02-26,505,0
2770,2020-01-04,477,0
2771,2020-03-04,505,0
2772,2020-01-28,468,0
2773,2020-02-08,462,0
2774,2020-01-17,528,0
2775,2020-01-16,507,0
2776,2020-02-27,506,0
2777,2020-02-28,450,0
2778,2020-02-28,498,0
2779,2020-01-25,530,0
2780,2020-02-12,497,0
2781,2020-03-11,458,0
2782,2020-02-22,511,0
2783,2020-02-08,414,0
2784,2020-01-12,487,0
2785,2020-03-06,425,0
2786,2020-03-02,511,0
2787,2020-03-08,493,0
2788,2020-02-16,595,0
2789,2020-01-10,534,0
2790,2020-02-16,504,0
2791,2020-02-25,560,0
2792,2020-03-05,521,0
2793,2020-03-15,529,0
2794,2020-01-14,517,0
2795,2020-03-15,486,0
2796,2020-01-28,478,0
2797,2020-01-04,400,0
2798,2020-03-01,542,0
2799,2020-02-05,467,0
2800,2020-01-28,465,0
2801,2020-02-16,502,0
2802,2020-03-15,452,0
2803,2020-01-22,422,0
2804,2020-02-07,526,0
2805,2020-02-06,486,0
2806,2020-03-05,573,0
2807,2020-01-10,482,0
2808,2020-03-07,478,0
2809,2020-01-22,468,0
2810,2020-01-23,411,0
2811,2020-01-18,478,0
2812,2020-02-25,474,0
2813,2020-01-09,420,0
2814,2020-03-12,435,0
2815,2020-01-28,602,0
2816,2020-02-20,491,0
2817,2020-02-22,565,0
2818,2020-03-10,506,0
2819,2020-01-20,411,0
2820,2020-03-02,470,0
2821,2020-01-19,445,0
2822,2020-02-23,455,0
2823,2020-02-29,593,0
2824,2020-01-29,454,0
2825,2020-01-02,537,0
2826,2020-01-15,500,0
2827,2020-01-18,566,0
2828,2020-02-08,536,0
2829,2020-03-04,500,0
2830,2020-03-24,487,0
2831,2020-01-07,402,0
2832,2020-03-04,575,0
2833,2020-02-17,538,0
2834,2020-01-23,472,0
2835,2020-01-24,526,0
2836,2020-02-19,501,0
2837,2020-03-20,544,0
2838,2020-03-29,500,0
2839,2020-02-14,505,0
2840,2020-01-17,416,0
2841,2020-03-05,480,0
2842,2020-01-04,557,0
2843,2020-03-30,455,0
2844,2020-02-07,462,0
2845,2020-01-17,551,0
2846,2020-01-14,474,0
2847,2020-01-02,449,0
2848,2020-02-24,541,0
2849,2020-01-24,454,0
2850,2020-03-20,525,0
2851,2020-01-22,526,0
2852,2020-03-19,468,0
2853,2020-02-14,544,0
2854,2020-03-28,514,0
2855,2020-03-15,531,0
2856,2020-02-21,499,0
2857,2020-01-02,427,0
2858,2020-03-17,555,0
2859,2020-03-24,519,0
2860,2020-03-15,475,0
2861,2020-01-10,452,0
2862,2020-01-20,502,0
2863,2020-03-27,505,0
2864,2020-01-01,526,0
2865,2020-02-17,550,0
2866,2020-01-21,556,0
2867,2020-02-20,482,0
2868,2020-02-15,486,0
2869,2020-01-16,436,0
2870,2020-02-17,500,0
2871,2020-03-25,407,0
2872,2020-03-30,527,0
2873,2020-03-31,469,0
2874,2020-03-19,525,0
2875,2020-01-02,434,0
2876,2020-02-24,415,0
2877,2020-02-17,452,0
2878,2020-01-20,454,0
2879,2020-01-24,513,0
2880,2020-03-08,464,0
2881,2020-03-06,588,0
2882,2020-01-30,572,0
2883,2020-02-16,591,0
2884,2020-03-09,503,0
2885,2020-03-13,502,0
2886,2020-02-07,509,0
2887,2020-02-23,550,0
2888,2020-03-30,551,0
2889,2020-01-24,513,0
2890,2020-02-13,521,0
2891,2020-03-23,458,0
2892,2020-02-17,424,0
2893,2020-02-05,503,0
2894,2020-01-12,432,0
2895,2020-02-24,547,0
2896,2020-01-06,542,0
2897,2020-01-19,481,0
2898,2020-02-20,498,0
2899,2020-02-08,484,0
2900,2020-01-10,575,0
2901,2020-02-26,451,0
2902,2020-02-07,512,0
2903,2020-02-01,542,0
2904,2020-03-02,522,0
2905,2020-01-23,495,0
2906,2020-03-14,471,0
2907,2020-01-05,537,0
2908,2020-02-29,502,0
2909,2020-01-13,503,0
2910,2020-01-05,484,0
2911,2020-02-19,454,0
2912,2020-02-23,538,0
2913,2020-03-27,473,0
2914,2020-02-18,514,0
2915,2020-03-08,462,0
2916,2020-03-31,467,0
2917,2020-01-29,514,0
2918,2020-02-22,415,0
2919,2020-01-01,419,0
2920,2020-02-19,425,0
2921,2020-03-10,503,0
2922,2020-02-21,601,0
2923,2020-03-24,523,0
2924,2020-01-19,424,0
2925,2020-02-09,542,0
2926,2020-01-12,498,0
2927,2020-03-02,472,0
2928,2020-03-15,504,0
2929,2020-02-26,541,0
2930,2020-03-02,547,0
2931,2020-02-24,546,0
2932,2020-02-28,502,0
2933,2020-02-03,452,0
2934,2020-02-04,483,0
2935,2020-01-03,490,0
2936,2020-02-17,520,0
2937,2020-03-29,438,0
2938,2020-03-27,447,0
2939,2020-03-22,466,0
2940,2020-03-16,460,0
2941,2020-01-21,459,0
2942,2020-02-16,635,0
2943,2020-01-22,529,0
2944,2020-03-03,440,0
2945,2020-01-10,530,0
2946,2020-02-11,531,0
2947,2020-01-21,483,0
2948,2020-03-17,488,0
2949,2020-02-03,504,0
2950,2020-01-27,517,0
2951,2020-01-30,513,0
2952,2020-03-17,509,0
2953,2020-01-28,553,0
2954,2020-02-01,492,0
2955,2020-02-21,467,0
2956,2020-03-22,441,0
2957,2020-02-20,461,0
2958,2020-03-25,556,0
2959,2020-01-12,373,0
2960,2020-01-06,468,0
2961,2020-03-01,503,0
2962,2020-03-12,524,0
2963,2020-02-10,508,0
2964,2020-03-26,530,0
2965,2020-03-03,487,0
2966,2020-03-12,462,0
2967,2020-03-24,442,0
2968,2020-01-28,499,0
2969,2020-03-16,462,0
2970,2020-01-08,355,0
2971,2020-02-03,480,0
2972,2020-01-18,478,0
2973,2020-02-18,438,0
2974,2020-01-17,464,0
2975,2020-03-25,476,0
2976,2020-03-28,536,0
2977,2020-02-04,445,0
2978,2020-02-02,549,0
2979,2020-01-26,539,0
2980,2020-01-05,561,0
2981,2020-02-23,494,0
2982,2020-02-06,500,0
2983,2020-02-03,487,0
2984,2020-02-05,510,0
2985,2020-02-04,501,0
2986,2020-01-10,552,0
2987,2020-02-04,423,0
2988,2020-03-12,434,0
2989,2020-03-03,530,0
2990,2020-03-12,499,0
2991,2020-01-12,456,0
2992,2020-01-01,505,0
2993,2020-01-18,468,0
2994,2020-02-10,591,0
2995,2020-01-21,384,0
2996,2020-03-11,528,0
2997,2020-02-06,514,0
2998,2020-01-07,578,0
2999,2020-01-03,575,0
3000,2020-03-04,480,0
3001,2020-02-09,521,0
3002,2020-01-04,513,0
3003,2020-02-11,430,0
3004,2020-03-22,543,0
3005,2020-02-15,522,0
3006,2020-01-12,547,0
3007,2020-01-28,471,0
3008,2020-02-19,486,0
3009,2020-02-23,475,0
3010,2020-03-13,467,0
3011,2020-01-02,448,0
3012,2020-02-28,470,0
3013,2020-03-17,596,0
3014,2020-01-06,476,0
3015,2020-02-11,469,0
3016,2020-01-09,438,0
3017,2020-03-01,411,0
3018,2020-01-06,463,0
3019,2020-02-19,521,0
3020,2020-01-27,522,0
3021,2020-01-09,511,0
3022,2020-01-09,462,0
3023,2020-02-01,543,0
3024,2020-01-18,436,0
3025,2020-02-12,532,0
3026,2020-02-28,513,0
3027,2020-02-07,504,0
3028,2020-01-05,450,0
3029,2020-01-23,450,0
3030,2020-03-12,502,0
3031,2020-03-21,509,0
3032,2020-02-10,494,0
3033,2020-01-14,469,0
3034,2020-02-17,464,0
3035,2020-02-27,509,0
3036,2020-01-01,551,0
3037,2020-02-18,454,0
3038,2020-02-03,491,0
3039,2020-03-15,465,0
3040,2020-03-18,403,0
3041,2020-03-03,608,0
3042,2020-01-09,536,0
3043,2020-02-18,542,0
3044,2020-02-23,496,0
3045,2020-01-18,505,0
3046,2020-01-14,472,0
3047,2020-03-03,497,0
3048,2020-02-24,479,0
3049,2020-01-06,500,0
3050,2020-02-21,471,0
3051,2020-01-21,472,0
3052,2020-02-20,540,0
3053,2020-02-15,393,0
3054,2020-01-25,430,0
3055,2020-01-30,548,0
3056,2020-02-20,453,0
3057,2020-01-02,494,0
3058,2020-03-26,519,0
3059,2020-03-14,517,0
3060,2020-03-23,512,0
3061,2020-02-10,560,0
3062,2020-03-18,484,0
3063,2020-02-12,465,0
3064,2020-02-23,532,0
3065,2020-02-04,399,0
3066,2020-02-25,545,0
3067,2020-02-28,492,0
3068,2020-01-19,453,0
3069,2020-01-08,504,0
3070,2020-03-16,465,0
3071,2020-02-01,512,0
3072,2020-03-23,475,0
3073,2020-02-15,497,0
3074,2020-02-16,454,0
3075,2020-02-08,416,0
3076,2020-02-10,520,0
3077,2020-03-08,576,0
3078,2020-02-28,602,0
3079,2020-02-20,457,0
3080,2020-01-19,471,0
3081,2020-01-03,506,0
3082,2020-03-10,493,0
3083,2020-01-18,453,0
3084,2020-01-14,512,0
3085,2020-01-18,490,0
3086,2020-03-31,492,0
3087,2020-01-28,419,0
3088,2020-02-19,485,0
3089,2020-03-06,532,0
3090,2020-02-28,496,0
3091,2020-01-20,535,0
3092,2020-03-23,520,0
3093,2020-01-20,489,0
3094,2020-02-28,605,0
3095,2020-01-29,494,0
3096,2020-02-02,478,0
3097,2020-01-22,491,0
3098,2020-03-08,492,0
3099,2020-02-18,508,0
3100,2020-01-04,541,0
3101,2020-02-08,485,0
3102,2020-03-16,498,0
3103,2020-03-09,422,0
3104,2020-03-07,535,0
3105,2020-02-03,505,0
3106,2020-03-31,536,0
3107,2020-03-06,529,0
3108,2020-03-11,478,0
3109,2020-03-08,421,0
3110,2020-03-31,472,0
3111,2020-02-20,460,0
3112,2020-02-20,555,0
3113,2020-02-17,427,0
3114,2020-01-27,572,0
3115,2020-03-06,516,0
3116,2020-01-25,483,0
3117,2020-02-28,477,0
3118,2020-01-15,529,0
3119,2020-01-26,474,0
3120,2020-02-24,502,0
3121,2020-02-01,515,0
3122,2020-02-14,519,0
3123,2020-03-15,565,0
3124,2020-03-10,549,0
3125,2020-02-23,417,0
3126,2020-03-19,446,0
3127,2020-01-10,494,0
3128,2020-02-17,514,0
3129,2020-03-19,550,0
3130,2020-02-02,588,0
3131,2020-02-01,551,0
3132,2020-01-14,472,0
3133,2020-02-22,540,0
3134,2020-02-17,465,0
3135,2020-01-04,465,0
3136,2020-01-28,528,0
3137,2020-01-13,463,0
3138,2020-02-11,594,0
3139,2020-03-27,489,0
3140,2020-02-15,519,0
3141,2020-02-17,517,0
3142,2020-03-06,454,0
3143,2020-01-07,471,0
3144,2020-02-14,539,0
3145,2020-01-30,512,0
3146,2020-03-11,521,0
3147,2020-03-04,477,0
3148,2020-03-08,488,0
3149,2020-02-07,525,0
3150,2020-02-19,540,0
3151,2020-01-13,404,0
3152,2020-01-30,497,0
3153,2020-02-14,550,0
3154,2020-02-09,562,0
3155,2020-03-19,481,0
3156,2020-02-04,486,0
3157,2020-02-24,377,0
3158,2020-01-18,426,0
3159,2020-02-19,420,0
3160,2020-03-11,493,0
3161,2020-03-22,471,0
3162,2020-01-31,550,0
3163,2020-02-24,560,0
3164,2020-01-11,523,0
3165,2020-01-29,541,0
3166,2020-02-26,462,0
3167,2020-03-03,544,0
3168,2020-02-10,435,0
3169,2020-01-08,497,0
3170,2020-01-08,490,0
3171,2020-03-29,471,0
3172,2020-03-16,449,0
3173,2020-01-27,445,0
3174,2020-02-24,488,0
3175,2020-01-18,394,0
3176,2020-03-26,517,0
3177,2020-01-15,519,0
3178,2020-01-24,450,0
3179,2020-01-04,496,0
3180,2020-02-17,499,0
3181,2020-01-01,492,0
3182,2020-03-14,453,0
3183,2020-01-02,465,0
3184,2020-03-10,524,0
3185,2020-01-27,423,0
3186,2020-01-12,425,0
3187,2020-03-07,518,0
3188,2020-01-15,519,0
3189,2020-01-17,504,0
3190,2020-03-10,552,0
3191,2020-01-15,434,0
3192,2020-01-16,522,0
3193,2020-03-20,499,0
3194,2020-03-07,506,0
3195,2020-03-07,520,0
3196,2020-01-28,516,0
3197,2020-03-17,469,0
3198,2020-03-28,492,0
3199,2020-03-16,453,0
3200,2020-02-12,497,0
3201,2020-01-12,479,0
3202,2020-01-10,535,0
3203,2020-01-25,497,0
3204,2020-01-12,477,0
3205,2020-03-20,450,0
3206,2020-02-15,465,0
3207,2020-02-20,549,0
3208,2020-02-24,493,0
3209,2020-03-26,555,0
3210,2020-02-06,541,0
3211,2020-02-04,484,0
3212,2020-03-15,496,0
3213,2020-01-01,539,0
